"","Channel A Ave. (C)","Channel B Ave. (C)"
"00:00:00","19.347","24.824"
"00:00:01","19.351","24.824"
"00:00:02","19.349","24.824"
"00:00:03","19.350","24.824"
"00:00:04","19.349","24.824"
"00:00:05","19.348","24.825"
"00:00:06","19.347","24.825"
"00:00:07","19.351","24.824"
"00:00:08","19.347","24.824"
"00:00:09","19.352","24.824"
"00:00:10","19.353","24.824"
"00:00:11","19.348","24.825"
"00:00:12","19.350","24.824"
"00:00:13","19.347","24.824"
"00:00:14","19.347","24.824"
"00:00:15","19.412","24.824"
"00:00:16","19.403","24.824"
"00:00:17","19.407","24.825"
"00:00:18","19.408","24.824"
"00:00:19","19.406","24.825"
"00:00:20","19.402","24.824"
"00:00:21","19.409","24.824"
"00:00:22","19.404","24.824"
"00:00:23","19.407","24.825"
"00:00:24","19.411","24.824"
"00:00:25","19.403","24.825"
"00:00:26","19.411","24.824"
"00:00:27","19.403","24.824"
"00:00:28","19.392","24.824"
"00:00:29","19.397","24.824"
"00:00:30","19.403","24.824"
"00:00:31","19.405","24.849"
"00:00:32","19.406","24.824"
"00:00:33","19.403","24.828"
"00:00:34","19.405","24.828"
"00:00:35","19.402","24.829"
"00:00:36","19.401","24.827"
"00:00:37","19.402","24.830"
"00:00:38","19.405","24.829"
"00:00:39","19.404","24.829"
"00:00:40","19.414","24.830"
"00:00:41","19.413","24.829"
"00:00:42","19.571","24.829"
"00:00:43","19.657","24.830"
"00:00:44","19.848","24.830"
"00:00:45","19.970","24.827"
"00:00:46","20.119","24.828"
"00:00:47","20.304","24.829"
"00:00:48","20.398","24.828"
"00:00:49","20.612","24.828"
"00:00:50","20.714","24.828"
"00:00:51","20.891","24.828"
"00:00:52","21.058","24.828"
"00:00:53","21.177","24.831"
"00:00:54","21.383","24.828"
"00:00:55","21.513","24.828"
"00:00:56","21.668","24.828"
"00:00:57","21.843","24.829"
"00:00:58","21.953","24.829"
"00:00:59","22.165","24.830"
"00:01:00","22.285","24.829"
"00:01:01","22.440","24.937"
"00:01:02","22.623","25.044"
"00:01:03","22.726","25.174"
"00:01:04","22.929","25.304"
"00:01:05","23.035","25.404"
"00:01:06","23.211","25.529"
"00:01:07","23.379","25.676"
"00:01:08","23.494","25.790"
"00:01:09","23.706","25.908"
"00:01:10","23.806","26.044"
"00:01:11","23.988","26.186"
"00:01:12","24.144","26.295"
"00:01:13","24.255","26.407"
"00:01:14","24.459","26.559"
"00:01:15","24.551","26.690"
"00:01:16","24.751","26.802"
"00:01:17","24.847","26.924"
"00:01:18","25.021","27.073"
"00:01:19","25.163","27.194"
"00:01:20","25.289","27.307"
"00:01:21","25.467","27.439"
"00:01:22","25.558","27.587"
"00:01:23","25.713","27.631"
"00:01:24","25.839","27.813"
"00:01:25","26.043","27.955"
"00:01:26","26.131","28.090"
"00:01:27","26.309","28.205"
"00:01:28","26.417","28.323"
"00:01:29","26.572","28.472"
"00:01:30","26.713","28.595"
"00:01:31","26.840","28.709"
"00:01:32","27.027","28.843"
"00:01:33","27.123","28.989"
"00:01:34","27.327","29.103"
"00:01:35","27.441","29.220"
"00:01:36","27.609","29.357"
"00:01:37","27.773","29.498"
"00:01:38","27.883","29.606"
"00:01:39","28.094","29.725"
"00:01:40","28.189","29.868"
"00:01:41","28.378","29.995"
"00:01:42","28.517","30.099"
"00:01:43","28.646","30.229"
"00:01:44","28.838","30.374"
"00:01:45","28.934","30.478"
"00:01:46","29.145","30.599"
"00:01:47","29.265","30.744"
"00:01:48","29.422","30.877"
"00:01:49","29.603","30.986"
"00:01:50","29.702","31.103"
"00:01:51","29.909","31.254"
"00:01:52","30.017","31.369"
"00:01:53","30.189","31.477"
"00:01:54","30.300","31.614"
"00:01:55","30.453","31.747"
"00:01:56","30.604","31.849"
"00:01:57","30.712","31.977"
"00:01:58","30.869","32.118"
"00:01:59","30.971","32.217"
"00:02:00","31.141","32.331"
"00:02:01","31.231","32.477"
"00:02:02","31.417","32.591"
"00:02:03","31.494","32.691"
"00:02:04","31.680","32.834"
"00:02:05","31.750","32.946"
"00:02:06","31.930","33.049"
"00:02:07","32.010","33.180"
"00:02:08","32.170","33.283"
"00:02:09","32.265","33.387"
"00:02:10","32.420","33.528"
"00:02:11","32.523","33.643"
"00:02:12","32.654","33.732"
"00:02:13","32.776","33.879"
"00:02:14","32.887","33.978"
"00:02:15","33.031","34.074"
"00:02:16","33.101","34.224"
"00:02:17","33.195","34.328"
"00:02:18","33.215","34.432"
"00:02:19","33.307","34.574"
"00:02:20","33.336","34.692"
"00:02:21","33.394","34.764"
"00:02:22","33.467","34.864"
"00:02:23","33.495","34.951"
"00:02:24","33.589","35.005"
"00:02:25","33.610","35.110"
"00:02:26","33.693","35.169"
"00:02:27","33.740","35.250"
"00:02:28","33.795","35.351"
"00:02:29","33.871","35.418"
"00:02:30","33.900","35.496"
"00:02:31","33.994","35.584"
"00:02:32","34.014","35.641"
"00:02:33","34.096","35.740"
"00:02:34","34.141","35.807"
"00:02:35","34.173","35.876"
"00:02:36","34.258","35.977"
"00:02:37","34.280","36.026"
"00:02:38","34.352","36.121"
"00:02:39","34.409","36.189"
"00:02:40","34.431","36.253"
"00:02:41","34.531","36.352"
"00:02:42","34.548","36.391"
"00:02:43","34.616","36.492"
"00:02:44","34.675","36.542"
"00:02:45","34.690","36.626"
"00:02:46","34.772","36.696"
"00:02:47","34.814","36.752"
"00:02:48","34.834","36.830"
"00:02:49","34.925","36.880"
"00:02:50","34.950","36.978"
"00:02:51","34.999","37.017"
"00:02:52","35.076","37.117"
"00:02:53","35.090","37.165"
"00:02:54","35.162","37.264"
"00:02:55","35.217","37.336"
"00:02:56","35.238","37.427"
"00:02:57","35.332","37.485"
"00:02:58","35.354","37.584"
"00:02:59","35.395","37.602"
"00:03:00","35.474","37.692"
"00:03:01","35.487","37.749"
"00:03:02","35.519","37.752"
"00:03:03","35.584","37.763"
"00:03:04","35.622","37.830"
"00:03:05","35.645","37.872"
"00:03:06","35.724","37.894"
"00:03:07","35.756","37.902"
"00:03:08","35.781","37.904"
"00:03:09","35.865","37.906"
"00:03:10","35.890","37.901"
"00:03:11","35.921","37.895"
"00:03:12","36.007","37.878"
"00:03:13","36.027","37.852"
"00:03:14","36.075","37.813"
"00:03:15","36.156","37.785"
"00:03:16","36.170","37.765"
"00:03:17","36.294","37.754"
"00:03:18","36.347","37.751"
"00:03:19","36.441","37.751"
"00:03:20","36.553","37.746"
"00:03:21","36.589","37.718"
"00:03:22","36.725","37.660"
"00:03:23","36.765","37.613"
"00:03:24","36.795","37.592"
"00:03:25","36.906","37.590"
"00:03:26","36.971","37.577"
"00:03:27","36.983","37.534"
"00:03:28","37.068","37.463"
"00:03:29","37.176","37.435"
"00:03:30","37.185","37.429"
"00:03:31","37.215","37.422"
"00:03:32","37.319","37.384"
"00:03:33","37.390","37.311"
"00:03:34","37.407","37.274"
"00:03:35","37.500","37.269"
"00:03:36","37.593","37.265"
"00:03:37","37.606","37.236"
"00:03:38","37.667","37.179"
"00:03:39","37.792","37.141"
"00:03:40","37.816","37.130"
"00:03:41","37.850","37.128"
"00:03:42","37.961","37.127"
"00:03:43","38.020","37.120"
"00:03:44","38.027","37.104"
"00:03:45","38.044","37.082"
"00:03:46","38.109","37.064"
"00:03:47","38.163","37.050"
"00:03:48","38.209","37.039"
"00:03:49","38.230","37.032"
"00:03:50","38.234","37.039"
"00:03:51","38.251","37.044"
"00:03:52","38.306","37.054"
"00:03:53","38.379","37.066"
"00:03:54","38.421","37.080"
"00:03:55","38.436","37.088"
"00:03:56","38.440","37.108"
"00:03:57","38.443","37.118"
"00:03:58","38.441","37.124"
"00:03:59","38.442","37.127"
"00:04:00","38.439","37.128"
"00:04:01","38.438","37.130"
"00:04:02","38.420","37.135"
"00:04:03","38.366","37.154"
"00:04:04","38.271","37.187"
"00:04:05","38.235","37.230"
"00:04:06","38.226","37.253"
"00:04:07","38.146","37.266"
"00:04:08","38.041","37.268"
"00:04:09","38.025","37.269"
"00:04:10","38.008","37.271"
"00:04:11","37.913","37.274"
"00:04:12","37.826","37.283"
"00:04:13","37.812","37.292"
"00:04:14","37.740","37.306"
"00:04:15","37.619","37.318"
"00:04:16","37.603","37.338"
"00:04:17","37.553","37.354"
"00:04:18","37.438","37.365"
"00:04:19","37.397","37.364"
"00:04:20","37.391","37.360"
"00:04:21","37.329","37.342"
"00:04:22","37.208","37.330"
"00:04:23","37.185","37.314"
"00:04:24","37.181","37.298"
"00:04:25","37.165","37.286"
"00:04:26","37.135","37.279"
"00:04:27","37.127","37.273"
"00:04:28","37.138","37.270"
"00:04:29","37.157","37.269"
"00:04:30","37.175","37.269"
"00:04:31","37.183","37.268"
"00:04:32","37.185","37.267"
"00:04:33","37.188","37.262"
"00:04:34","37.230","37.248"
"00:04:35","37.326","37.235"
"00:04:36","37.388","37.209"
"00:04:37","37.398","37.186"
"00:04:38","37.448","37.167"
"00:04:39","37.550","37.146"
"00:04:40","37.598","37.139"
"00:04:41","37.605","37.134"
"00:04:42","37.618","37.130"
"00:04:43","37.662","37.130"
"00:04:44","37.793","37.129"
"00:04:45","37.814","37.129"
"00:04:46","37.826","37.128"
"00:04:47","37.909","37.128"
"00:04:48","37.991","37.126"
"00:04:49","38.015","37.124"
"00:04:50","38.023","37.120"
"00:04:51","38.024","37.110"
"00:04:52","38.024","37.111"
"00:04:53","38.026","37.107"
"00:04:54","38.035","37.106"
"00:04:55","38.066","37.113"
"00:04:56","38.122","37.114"
"00:04:57","38.173","37.123"
"00:04:58","38.206","37.126"
"00:04:59","38.219","37.128"
"00:05:00","38.216","37.128"
"00:05:01","38.216","37.129"
"00:05:02","38.204","37.135"
"00:05:03","38.170","37.148"
"00:05:04","38.112","37.178"
"00:05:05","38.059","37.207"
"00:05:06","38.031","37.243"
"00:05:07","38.024","37.259"
"00:05:08","38.009","37.268"
"00:05:09","37.934","37.269"
"00:05:10","37.850","37.270"
"00:05:11","37.816","37.271"
"00:05:12","37.812","37.275"
"00:05:13","37.795","37.281"
"00:05:14","37.747","37.290"
"00:05:15","37.681","37.299"
"00:05:16","37.637","37.310"
"00:05:17","37.613","37.317"
"00:05:18","37.605","37.314"
"00:05:19","37.605","37.301"
"00:05:20","37.603","37.287"
"00:05:21","37.598","37.280"
"00:05:22","37.578","37.271"
"00:05:23","37.524","37.270"
"00:05:24","37.460","37.269"
"00:05:25","37.410","37.267"
"00:05:26","37.397","37.262"
"00:05:27","37.396","37.244"
"00:05:28","37.395","37.218"
"00:05:29","37.394","37.194"
"00:05:30","37.395","37.178"
"00:05:31","37.395","37.157"
"00:05:32","37.396","37.141"
"00:05:33","37.401","37.133"
"00:05:34","37.426","37.131"
"00:05:35","37.492","37.129"
"00:05:36","37.571","37.129"
"00:05:37","37.599","37.128"
"00:05:38","37.604","37.128"
"00:05:39","37.608","37.128"
"00:05:40","37.633","37.128"
"00:05:41","37.710","37.128"
"00:05:42","37.786","37.128"
"00:05:43","37.809","37.128"
"00:05:44","37.815","37.129"
"00:05:45","37.819","37.129"
"00:05:46","37.842","37.129"
"00:05:47","37.875","37.131"
"00:05:48","37.897","37.134"
"00:05:49","37.916","37.139"
"00:05:50","37.934","37.145"
"00:05:51","37.938","37.157"
"00:05:52","37.935","37.170"
"00:05:53","37.921","37.179"
"00:05:54","37.909","37.191"
"00:05:55","37.882","37.206"
"00:05:56","37.853","37.227"
"00:05:57","37.835","37.240"
"00:05:58","37.820","37.247"
"00:05:59","37.816","37.255"
"00:06:00","37.816","37.261"
"00:06:01","37.814","37.262"
"00:06:02","37.814","37.263"
"00:06:03","37.812","37.264"
"00:06:04","37.805","37.264"
"00:06:05","37.799","37.265"
"00:06:06","37.805","37.266"
"00:06:07","37.791","37.267"
"00:06:08","37.770","37.266"
"00:06:09","37.731","37.267"
"00:06:10","37.689","37.262"
"00:06:11","37.654","37.263"
"00:06:12","37.626","37.255"
"00:06:13","37.610","37.248"
"00:06:14","37.605","37.242"
"00:06:15","37.605","37.226"
"00:06:16","37.604","37.214"
"00:06:17","37.603","37.195"
"00:06:18","37.602","37.188"
"00:06:19","37.592","37.181"
"00:06:20","37.585","37.175"
"00:06:21","37.588","37.181"
"00:06:22","37.592","37.181"
"00:06:23","37.587","37.180"
"00:06:24","37.594","37.178"
"00:06:25","37.599","37.173"
"00:06:26","37.600","37.172"
"00:06:27","37.603","37.167"
"00:06:28","37.602","37.171"
"00:06:29","37.605","37.170"
"00:06:30","37.608","37.177"
"00:06:31","37.626","37.178"
"00:06:32","37.625","37.181"
"00:06:33","37.628","37.180"
"00:06:34","37.635","37.187"
"00:06:35","37.640","37.186"
"00:06:36","37.659","37.188"
"00:06:37","37.686","37.194"
"00:06:38","37.753","37.196"
"00:06:39","37.794","37.199"
"00:06:40","37.811","37.208"
"00:06:41","37.813","37.216"
"00:06:42","37.814","37.214"
"00:06:43","37.814","37.216"
"00:06:44","37.814","37.207"
"00:06:45","37.814","37.211"
"00:06:46","37.814","37.205"
"00:06:47","37.814","37.200"
"00:06:48","37.814","37.197"
"00:06:49","37.814","37.191"
"00:06:50","37.815","37.191"
"00:06:51","37.815","37.186"
"00:06:52","37.815","37.174"
"00:06:53","37.815","37.170"
"00:06:54","37.815","37.160"
"00:06:55","37.816","37.151"
"00:06:56","37.820","37.143"
"00:06:57","37.822","37.140"
"00:06:58","37.820","37.135"
"00:06:59","37.819","37.135"
"00:07:00","37.816","37.133"
"00:07:01","37.815","37.132"
"00:07:02","37.814","37.130"
"00:07:03","37.813","37.131"
"00:07:04","37.812","37.131"
"00:07:05","37.805","37.130"
"00:07:06","37.788","37.130"
"00:07:07","37.774","37.131"
"00:07:08","37.761","37.133"
"00:07:09","37.745","37.134"
"00:07:10","37.736","37.136"
"00:07:11","37.730","37.139"
"00:07:12","37.751","37.141"
"00:07:13","37.790","37.149"
"00:07:14","37.797","37.150"
"00:07:15","37.806","37.161"
"00:07:16","37.806","37.167"
"00:07:17","37.811","37.179"
"00:07:18","37.809","37.182"
"00:07:19","37.811","37.184"
"00:07:20","37.809","37.178"
"00:07:21","37.812","37.169"
"00:07:22","37.810","37.161"
"00:07:23","37.803","37.153"
"00:07:24","37.799","37.146"
"00:07:25","37.785","37.145"
"00:07:26","37.756","37.143"
"00:07:27","37.728","37.140"
"00:07:28","37.688","37.135"
"00:07:29","37.666","37.133"
"00:07:30","37.645","37.132"
"00:07:31","37.638","37.131"
"00:07:32","37.639","37.131"
"00:07:33","37.634","37.131"
"00:07:34","37.624","37.130"
"00:07:35","37.612","37.130"
"00:07:36","37.607","37.131"
"00:07:37","37.606","37.132"
"00:07:38","37.605","37.136"
"00:07:39","37.605","37.137"
"00:07:40","37.604","37.141"
"00:07:41","37.603","37.151"
"00:07:42","37.601","37.155"
"00:07:43","37.601","37.166"
"00:07:44","37.602","37.173"
"00:07:45","37.600","37.183"
"00:07:46","37.601","37.197"
"00:07:47","37.602","37.212"
"00:07:48","37.603","37.232"
"00:07:49","37.602","37.235"
"00:07:50","37.604","37.250"
"00:07:51","37.606","37.255"
"00:07:52","37.608","37.257"
"00:07:53","37.629","37.264"
"00:07:54","37.683","37.264"
"00:07:55","37.724","37.266"
"00:07:56","37.766","37.265"
"00:07:57","37.799","37.265"
"00:07:58","37.811","37.266"
"00:07:59","37.814","37.264"
"00:08:00","37.816","37.258"
"00:08:01","37.818","37.256"
"00:08:02","37.823","37.247"
"00:08:03","37.834","37.245"
"00:08:04","37.860","37.219"
"00:08:05","37.874","37.204"
"00:08:06","37.877","37.182"
"00:08:07","37.905","37.164"
"00:08:08","37.922","37.148"
"00:08:09","37.925","37.136"
"00:08:10","37.936","37.131"
"00:08:11","37.947","37.129"
"00:08:12","37.951","37.129"
"00:08:13","37.957","37.128"
"00:08:14","37.950","37.127"
"00:08:15","37.943","37.125"
"00:08:16","37.935","37.122"
"00:08:17","37.894","37.118"
"00:08:18","37.840","37.117"
"00:08:19","37.816","37.119"
"00:08:20","37.814","37.121"
"00:08:21","37.805","37.125"
"00:08:22","37.768","37.125"
"00:08:23","37.738","37.127"
"00:08:24","37.690","37.128"
"00:08:25","37.634","37.129"
"00:08:26","37.609","37.128"
"00:08:27","37.605","37.129"
"00:08:28","37.604","37.130"
"00:08:29","37.602","37.131"
"00:08:30","37.585","37.136"
"00:08:31","37.540","37.150"
"00:08:32","37.477","37.168"
"00:08:33","37.435","37.191"
"00:08:34","37.417","37.226"
"00:08:35","37.411","37.245"
"00:08:36","37.403","37.262"
"00:08:37","37.405","37.266"
"00:08:38","37.402","37.268"
"00:08:39","37.404","37.268"
"00:08:40","37.405","37.269"
"00:08:41","37.417","37.269"
"00:08:42","37.440","37.269"
"00:08:43","37.483","37.269"
"00:08:44","37.530","37.268"
"00:08:45","37.573","37.268"
"00:08:46","37.585","37.268"
"00:08:47","37.596","37.263"
"00:08:48","37.603","37.259"
"00:08:49","37.604","37.242"
"00:08:50","37.627","37.223"
"00:08:51","37.653","37.185"
"00:08:52","37.637","37.167"
"00:08:53","37.617","37.151"
"00:08:54","37.613","37.138"
"00:08:55","37.612","37.134"
"00:08:56","37.612","37.129"
"00:08:57","37.617","37.128"
"00:08:58","37.617","37.128"
"00:08:59","37.616","37.128"
"00:09:00","37.614","37.124"
"00:09:01","37.611","37.118"
"00:09:02","37.605","37.109"
"00:09:03","37.604","37.096"
"00:09:04","37.605","37.087"
"00:09:05","37.605","37.079"
"00:09:06","37.606","37.085"
"00:09:07","37.609","37.080"
"00:09:08","37.612","37.082"
"00:09:09","37.620","37.087"
"00:09:10","37.636","37.096"
"00:09:11","37.654","37.100"
"00:09:12","37.680","37.110"
"00:09:13","37.762","37.118"
"00:09:14","37.820","37.122"
"00:09:15","37.971","37.127"
"00:09:16","38.049","37.127"
"00:09:17","38.211","37.129"
"00:09:18","38.286","37.129"
"00:09:19","38.436","37.132"
"00:09:20","38.475","37.141"
"00:09:21","38.628","37.161"
"00:09:22","38.668","37.192"
"00:09:23","38.770","37.230"
"00:09:24","38.858","37.252"
"00:09:25","38.873","37.263"
"00:09:26","38.954","37.267"
"00:09:27","39.047","37.268"
"00:09:28","39.072","37.269"
"00:09:29","39.073","37.270"
"00:09:30","39.073","37.272"
"00:09:31","39.071","37.277"
"00:09:32","39.059","37.282"
"00:09:33","38.972","37.291"
"00:09:34","38.882","37.297"
"00:09:35","38.863","37.302"
"00:09:36","38.841","37.302"
"00:09:37","38.729","37.297"
"00:09:38","38.657","37.288"
"00:09:39","38.638","37.281"
"00:09:40","38.509","37.272"
"00:09:41","38.445","37.270"
"00:09:42","38.437","37.269"
"00:09:43","38.387","37.269"
"00:09:44","38.245","37.268"
"00:09:45","38.229","37.267"
"00:09:46","38.170","37.253"
"00:09:47","38.052","37.217"
"00:09:48","38.024","37.176"
"00:09:49","37.993","37.148"
"00:09:50","37.864","37.134"
"00:09:51","37.814","37.130"
"00:09:52","37.742","37.129"
"00:09:53","37.613","37.128"
"00:09:54","37.587","37.124"
"00:09:55","37.450","37.109"
"00:09:56","37.394","37.091"
"00:09:57","37.351","37.069"
"00:09:58","37.227","37.054"
"00:09:59","37.186","37.053"
"00:10:00","37.165","37.046"
"00:10:01","37.070","37.039"
"00:10:02","37.010","37.038"
"00:10:03","36.990","37.036"
"00:10:04","36.982","37.041"
"00:10:05","36.986","37.050"
"00:10:06","36.998","37.060"
"00:10:07","37.023","37.077"
"00:10:08","37.082","37.090"
"00:10:09","37.153","37.109"
"00:10:10","37.181","37.123"
"00:10:11","37.185","37.126"
"00:10:12","37.197","37.129"
"00:10:13","37.265","37.130"
"00:10:14","37.379","37.133"
"00:10:15","37.397","37.143"
"00:10:16","37.456","37.168"
"00:10:17","37.587","37.204"
"00:10:18","37.607","37.239"
"00:10:19","37.679","37.258"
"00:10:20","37.790","37.264"
"00:10:21","37.813","37.268"
"00:10:22","37.843","37.269"
"00:10:23","37.940","37.269"
"00:10:24","38.014","37.269"
"00:10:25","38.025","37.269"
"00:10:26","38.048","37.269"
"00:10:27","38.120","37.269"
"00:10:28","38.171","37.269"
"00:10:29","38.184","37.268"
"00:10:30","38.182","37.268"
"00:10:31","38.160","37.267"
"00:10:32","38.114","37.266"
"00:10:33","38.050","37.259"
"00:10:34","38.028","37.250"
"00:10:35","38.024","37.228"
"00:10:36","38.014","37.209"
"00:10:37","37.965","37.191"
"00:10:38","37.860","37.174"
"00:10:39","37.816","37.160"
"00:10:40","37.808","37.143"
"00:10:41","37.729","37.136"
"00:10:42","37.618","37.132"
"00:10:43","37.603","37.130"
"00:10:44","37.566","37.129"
"00:10:45","37.438","37.128"
"00:10:46","37.397","37.128"
"00:10:47","37.393","37.128"
"00:10:48","37.380","37.128"
"00:10:49","37.334","37.127"
"00:10:50","37.287","37.127"
"00:10:51","37.244","37.125"
"00:10:52","37.235","37.125"
"00:10:53","37.253","37.124"
"00:10:54","37.305","37.123"
"00:10:55","37.374","37.124"
"00:10:56","37.394","37.121"
"00:10:57","37.397","37.120"
"00:10:58","37.434","37.119"
"00:10:59","37.548","37.119"
"00:11:00","37.601","37.119"
"00:11:01","37.606","37.120"
"00:11:02","37.625","37.114"
"00:11:03","37.701","37.118"
"00:11:04","37.767","37.119"
"00:11:05","37.806","37.122"
"00:11:06","37.814","37.123"
"00:11:07","37.817","37.126"
"00:11:08","37.835","37.127"
"00:11:09","37.885","37.127"
"00:11:10","37.961","37.128"
"00:11:11","38.007","37.129"
"00:11:12","38.022","37.128"
"00:11:13","38.024","37.129"
"00:11:14","38.025","37.133"
"00:11:15","38.031","37.137"
"00:11:16","38.047","37.145"
"00:11:17","38.053","37.160"
"00:11:18","38.052","37.165"
"00:11:19","38.037","37.186"
"00:11:20","38.032","37.202"
"00:11:21","38.026","37.218"
"00:11:22","38.025","37.233"
"00:11:23","38.024","37.242"
"00:11:24","37.999","37.252"
"00:11:25","37.912","37.254"
"00:11:26","37.831","37.257"
"00:11:27","37.815","37.257"
"00:11:28","37.803","37.259"
"00:11:29","37.700","37.258"
"00:11:30","37.618","37.249"
"00:11:31","37.602","37.244"
"00:11:32","37.549","37.230"
"00:11:33","37.434","37.212"
"00:11:34","37.397","37.196"
"00:11:35","37.392","37.181"
"00:11:36","37.354","37.167"
"00:11:37","37.262","37.150"
"00:11:38","37.195","37.137"
"00:11:39","37.186","37.133"
"00:11:40","37.184","37.130"
"00:11:41","37.182","37.128"
"00:11:42","37.179","37.128"
"00:11:43","37.179","37.127"
"00:11:44","37.180","37.126"
"00:11:45","37.184","37.118"
"00:11:46","37.185","37.108"
"00:11:47","37.187","37.100"
"00:11:48","37.193","37.088"
"00:11:49","37.231","37.074"
"00:11:50","37.339","37.059"
"00:11:51","37.391","37.050"
"00:11:52","37.398","37.035"
"00:11:53","37.459","37.027"
"00:11:54","37.563","37.024"
"00:11:55","37.603","37.020"
"00:11:56","37.613","37.022"
"00:11:57","37.697","37.023"
"00:11:58","37.793","37.029"
"00:11:59","37.813","37.040"
"00:12:00","37.822","37.058"
"00:12:01","37.887","37.073"
"00:12:02","37.983","37.089"
"00:12:03","38.021","37.107"
"00:12:04","38.024","37.119"
"00:12:05","38.034","37.126"
"00:12:06","38.057","37.128"
"00:12:07","38.090","37.128"
"00:12:08","38.098","37.129"
"00:12:09","38.095","37.131"
"00:12:10","38.069","37.134"
"00:12:11","38.041","37.142"
"00:12:12","38.029","37.153"
"00:12:13","38.025","37.167"
"00:12:14","38.023","37.177"
"00:12:15","38.018","37.188"
"00:12:16","37.998","37.206"
"00:12:17","37.936","37.220"
"00:12:18","37.851","37.231"
"00:12:19","37.817","37.236"
"00:12:20","37.811","37.233"
"00:12:21","37.760","37.238"
"00:12:22","37.650","37.230"
"00:12:23","37.607","37.236"
"00:12:24","37.605","37.222"
"00:12:25","37.591","37.221"
"00:12:26","37.549","37.213"
"00:12:27","37.449","37.199"
"00:12:28","37.403","37.183"
"00:12:29","37.396","37.167"
"00:12:30","37.392","37.153"
"00:12:31","37.372","37.144"
"00:12:32","37.306","37.138"
"00:12:33","37.241","37.133"
"00:12:34","37.202","37.130"
"00:12:35","37.200","37.129"
"00:12:36","37.203","37.128"
"00:12:37","37.209","37.127"
"00:12:38","37.222","37.126"
"00:12:39","37.269","37.120"
"00:12:40","37.330","37.112"
"00:12:41","37.383","37.107"
"00:12:42","37.395","37.091"
"00:12:43","37.399","37.083"
"00:12:44","37.443","37.076"
"00:12:45","37.545","37.072"
"00:12:46","37.599","37.071"
"00:12:47","37.607","37.076"
"00:12:48","37.663","37.085"
"00:12:49","37.772","37.086"
"00:12:50","37.813","37.093"
"00:12:51","37.816","37.091"
"00:12:52","37.840","37.091"
"00:12:53","37.909","37.087"
"00:12:54","37.967","37.091"
"00:12:55","37.998","37.092"
"00:12:56","38.013","37.099"
"00:12:57","38.019","37.106"
"00:12:58","38.020","37.114"
"00:12:59","38.023","37.118"
"00:13:00","38.023","37.124"
"00:13:01","38.022","37.125"
"00:13:02","38.022","37.126"
"00:13:03","38.016","37.128"
"00:13:04","38.009","37.128"
"00:13:05","37.978","37.128"
"00:13:06","37.917","37.128"
"00:13:07","37.857","37.128"
"00:13:08","37.822","37.129"
"00:13:09","37.815","37.129"
"00:13:10","37.813","37.130"
"00:13:11","37.786","37.130"
"00:13:12","37.714","37.130"
"00:13:13","37.628","37.129"
"00:13:14","37.606","37.129"
"00:13:15","37.604","37.129"
"00:13:16","37.599","37.128"
"00:13:17","37.570","37.128"
"00:13:18","37.522","37.128"
"00:13:19","37.465","37.128"
"00:13:20","37.430","37.128"
"00:13:21","37.414","37.128"
"00:13:22","37.398","37.129"
"00:13:23","37.396","37.128"
"00:13:24","37.395","37.128"
"00:13:25","37.390","37.128"
"00:13:26","37.381","37.128"
"00:13:27","37.372","37.129"
"00:13:28","37.376","37.128"
"00:13:29","37.380","37.129"
"00:13:30","37.387","37.128"
"00:13:31","37.388","37.128"
"00:13:32","37.391","37.128"
"00:13:33","37.394","37.127"
"00:13:34","37.395","37.126"
"00:13:35","37.403","37.125"
"00:13:36","37.450","37.121"
"00:13:37","37.530","37.118"
"00:13:38","37.590","37.111"
"00:13:39","37.603","37.105"
"00:13:40","37.606","37.103"
"00:13:41","37.624","37.098"
"00:13:42","37.692","37.107"
"00:13:43","37.776","37.107"
"00:13:44","37.812","37.110"
"00:13:45","37.816","37.117"
"00:13:46","37.830","37.122"
"00:13:47","37.874","37.125"
"00:13:48","37.930","37.126"
"00:13:49","37.964","37.127"
"00:13:50","37.986","37.128"
"00:13:51","38.000","37.128"
"00:13:52","38.013","37.128"
"00:13:53","38.013","37.128"
"00:13:54","38.020","37.129"
"00:13:55","38.020","37.128"
"00:13:56","38.020","37.128"
"00:13:57","38.014","37.128"
"00:13:58","37.991","37.128"
"00:13:59","37.957","37.128"
"00:14:00","37.903","37.128"
"00:14:01","37.839","37.128"
"00:14:02","37.816","37.128"
"00:14:03","37.811","37.128"
"00:14:04","37.777","37.128"
"00:14:05","37.690","37.128"
"00:14:06","37.626","37.129"
"00:14:07","37.606","37.128"
"00:14:08","37.603","37.128"
"00:14:09","37.578","37.128"
"00:14:10","37.488","37.128"
"00:14:11","37.410","37.128"
"00:14:12","37.397","37.128"
"00:14:13","37.393","37.128"
"00:14:14","37.371","37.128"
"00:14:15","37.318","37.128"
"00:14:16","37.274","37.128"
"00:14:17","37.229","37.128"
"00:14:18","37.211","37.128"
"00:14:19","37.205","37.128"
"00:14:20","37.209","37.129"
"00:14:21","37.235","37.129"
"00:14:22","37.288","37.129"
"00:14:23","37.360","37.129"
"00:14:24","37.391","37.129"
"00:14:25","37.396","37.129"
"00:14:26","37.413","37.129"
"00:14:27","37.486","37.130"
"00:14:28","37.583","37.129"
"00:14:29","37.603","37.130"
"00:14:30","37.613","37.130"
"00:14:31","37.676","37.132"
"00:14:32","37.769","37.133"
